cleaned_text,Sentiment
 الشعب اليمني والف نعم الى حزب الحوثي أبن المتعة كلب المجوس يقصفون مكة ويدعون نصرة الأقصى,ايجابي
  هناك مدينة اسمها مكة تعاني من نقص المرافق الترفيهية ليت احد يلتفت لها وشكرا 😎,ايجابي
ماشاءالله تبارك الله ربنا يرزقنا زيارة مكة ,ايجابي
معرض الوحي  حي حراء الثقافي  مكة المكرمة 🕋,ايجابي
 مكه سيدة المدن,ايجابي
      ’  ç      🥹,ايجابي
الحمدالله الذي بلغنا أرض مكة وسكينتها الحمدلله على حُسن التمام اللهم تقبّل منا ولا تجعل هذا آخر عهدنا ببيتك الحرام يارب العالمين 🤍,ايجابي
 الخميني لم يجلب إلى إيران على متن طائرة فرنسية إلا لحرب الخليج والدخول إلى مكة والمدينة وضرب الإسلام من الداخل,ايجابي
وريني زبك واوريك زبي  سناب ,ايجابي
سالب ١٩ ابي موجب كبير,سلبي
فاضية الان      مساج سهره  دلع وناسة      🖤,ايجابي
الفعالية التوعوية  أمراض الروماتيزم التي تنظّمها جمعية روماتيزم بمنطقة مكة المكرمة بالتعاون مع مجمع كفاءات الطبي تفعيل اليوم العالمي لالتهاب المفاصل م 📍الحجاز مول  مكة الجمعة  السبت الموافق    أكتوبر م  م حضوركم يشرفنا ,ايجابي
ياليت مووجب نحيف جاااد يشخطني  مكاني موجود واماان 🔥☹️,ايجابي
حسب     ٢٣  ١٤٤٦ه الموافق     بمشيئة الله تعالى  امطار  رعدية  مستمره مصحوبه برياح نشطة على أجزاء من مناطق              واحتمال  و  اللهم اغثنا,ايجابي
🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨  لقد حان الوقت يا رفاق إنه يوم الكلاسيكو الكبير 😰  ⚪️ ريال مدريد  برشلونة 🔴 ⏰  مساء بتوقيت مكة 🏟️ السانتياغو بيرنابيو مدريد 🎙️ عصام الشوالي   معركة تاريخيّة قادمة في البرنابيو اليوم 🔥🥶,ايجابي
الجاد ويقابل الحين يجي خاص    🔄,ايجابي
مي فاروق تصدح بأغنية أم كلثوم أغدا ألقاك للموسيقار الراحل عبد الوهاب,سلبي
تساؤلات  في      ,سلبي
 بينما في السعودية هناك احتجاجات عارمة لكن في مهرجان موسم الرياض,ايجابي
الفنانون العرب اولاد ستين كلب فصحتهم غزة حتى الذين كانوا يتظاهرون بحب فلسطين كتلك الشمطاء البقرة احلام  غنت في  لما كانت غزة تباد كذلك هذا العام و  وكثير من المعفنين اما مصر فالمجرم السيسي ينسق مع الترفيه حتى يلتهي الناس بالكرة والرقص على وحدة ونص اللعنة,ايجابي
  ابن جهاد النكا ح ليش ما تسكت يا أبناء قوم لوط الوناسة والتأنيس والعرفي والمسيار  صار عدكم عادي بالشوارع و اعراضكم أصبحت تمسي بأحضان الغريب و انت و امثالك اصبحتم د يو ثين بأمتياز  موسم الرياض أصبح موسم البغاااء والتكاثر  يا ابن المأبون عمر الفرار,ايجابي
 حائض القرني وبمجرد الحضور لحفله في موسم الرياض كاداء حجه مبروره,ايجابي
  عليكم لعنة الله  قول انتم لا تستطيعون قول الحق  لذالك تحاولو تشويه من يقول الحق  اضبطو محارمك في المراقص  اضبوط نساء المسلمين في مراقصكم  في بلاد الحرمين مراقص و موسم الرياض  يعتبر موسم الحرام,ايجابي
 اللي شايلين البنر النظره كانهم محررين الأندلس نادي تاريخه تقرير مشبوه وخرق مرقعه يا أخي  والله مسخره وربي مسخره المستشار الله يحفظه لو يحطكم ضمن فعاليات الترفيه في موسم الرياض وكل المواسم  والفعاليات الترفيهية حتى موسم صيد الجراد 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,ايجابي
 موسم الرياض يجمع كل الفساد والمحرمات عدكم وين شرع الله,ايجابي
ميّ فاروق 🤍✨ إطلاله مميزة و صوت جبار بإمتياز,ايجابي
تذاكر حديقة السويدييوم   السبتاكتوبر  عندي تذاكر ً  الي يبي التواصل خاص,ايجابي
تذاكر حديقة السويدي  يوم   السبتاكتوبر  عندي تذاكر ً  الي يبي التواصل خاص,ايجابي
ليلة راقية  من ليالي الطرب الحقيقي  🎼❤️,ايجابي
تذاكر حديقة السويدييوم   السبتاكتوبر  عندي تذاكر ً  الي يبي التواصل خاص,ايجابي
تذاكر حديقة السويدي يوم   السبتاكتوبر  عندي تذاكر ً  الي يبي التواصل خاص,ايجابي
تذاكر حديقة السويدي يوم   السبتاكتوبر  عندي تذاكر ً  الي يبي التواصل خاص,ايجابي
🎥 المطرب  خلال مشاركته في ليلة عبدالوهاب ضمن حفلات   🎼,ايجابي
زوار موسم الرياض  يتعرفون على العروض الفلبينية وثقافتها في حديقة السويدي  نبض الحدث,ايجابي
يازين جو الطايف,ايجابي
جو الطايف اليوم يسحررررر 🌧️💜,ايجابي
يا اخوان  في هذه الأجواء الفاتنة التي تغمر الطائف الآن  أنا أُصبح فيها مُفرطًا في كرمي وقد أقوم بتوزيع القُبل على كُل ما يُواجهني في الشارع  لا تتوخوا الحذر ,ايجابي
